Name,RMM,pKa_donor,pKa_acceptor,fu,log10(human inferred CLh_int [L/s]),logD74
mol1670,3.59E+02,7.840664203,5.381580331,0.148937488,-2.131316304,1.326809764
mol1671,3.30E+02,12.41021016,6.681766966,0.861622372,-1.820922252,1.690520273
mol1672,2.62E+02,13.95940939,8.815011962,0.159209892,-2.259807992,2.358372974
mol1673,3.45E+02,3.413290417,0.557200594,0.014490918,2.850262668,3.00340052
mol1674,2.98E+02,9.793844204,11.20820455,0.479417236,-0.808127774,2.021362103
mol1675,5.59E+02,8.898281337,8.610099529,0.050911948,-2.253287257,4.555870836
mol1676,3.29E+02,2.26990837,9.301044254,0.079910012,-1.384111802,-2.138812119
mol1677,8.14E+02,5.826431071,2.557754704,0.004950196,-2.665228782,4.333385994
mol1678,5.31E+02,4.249308889,4.157482476,0.361468826,0.489897845,3.704696608
mol1679,4.34E+02,0.922886661,0.416074837,0.384894603,-2.707838901,-1.158733956
mol1680,4.59E+02,10.78831766,0.480224703,0.238869743,-1.1451079,2.269098078
mol1681,5.90E+02,11.13556189,5.001798055,0.596926398,-2.638902842,0.120671856
mol1682,4.49E+02,12.48909145,8.174025554,0.023236099,0.57753371,4.077770797
mol1683,5.10E+02,10.74887414,2.705434627,0.038282925,-1.791529135,3.183187102
mol1684,7.84E+02,9.241074886,9.081982171,0.198663472,-2.013677697,-0.047978267
mol1685,4.96E+02,2.547483597,8.240784551,0.010803296,-0.967877604,4.395138312
mol1686,1.64E+02,13.13274061,11.78733975,0.440755495,0.068927779,3.29290119
mol1687,4.93E+02,12.64147998,11.02554668,0.003404246,1.413400372,2.987069217
mol1688,4.04E+02,13.83944913,8.398302247,0.108000783,-1.894599019,4.029931699
mol1689,5.09E+02,8.889851897,0.571180781,0.064017629,-1.080419463,2.744981628
mol1690,5.12E+02,0.7949508,7.909670283,0.567036177,0.807216203,-0.672926792
mol1691,3.15E+02,11.92432779,8.442121809,0.253728346,-1.729930401,2.05140757
mol1692,7.91E+02,1.408567326,0.134040126,0.106209162,-0.042434058,1.856378466
mol1693,4.71E+02,12.95426174,7.05657187,0.140349129,-0.293154726,1.945062506
mol1694,3.08E+02,13.54758586,3.585462647,0.209810599,-1.043438492,3.70885335
mol1695,5.94E+02,2.104844453,2.656263747,0.002976216,1.310917267,1.622347286
mol1696,3.33E+02,11.43602347,8.873113946,0.752507819,2.60195281,4.473552424
mol1697,3.08E+02,2.144103958,7.823978496,0.476023823,-0.587257598,-0.954814359
mol1698,3.84E+02,3.841911925,0.61946905,0.377858788,-0.030488077,2.257179652
mol1699,1.40E+03,13.76787989,8.350180576,2.19E-04,2.084882857,8.924381984
mol1700,4.44E+02,11.46315329,10.45082133,0.563518121,-2.533303004,-2.288916855
mol1701,4.69E+02,13.18639676,8.876958699,0.08649514,0.505065778,1.721352958
mol1702,3.62E+02,12.84556936,9.556308461,0.181593238,-1.747260366,1.75513552
mol1703,7.97E+02,3.155681909,10.48665999,0.222620532,-2.194951448,1.37305295
mol1704,5.28E+02,4.064646232,0.992926407,0.905289115,-2.336026815,-0.380600557
mol1705,4.39E+02,9.364094589,3.680565757,0.085446529,-1.55377022,3.077590445
mol1706,4.70E+02,7.553853359,9.687971649,0.003228,-1.815560149,1.157952835
mol1707,7.55E+02,13.11629982,0.989461755,0.890905116,-0.628454881,0.279447636
mol1708,4.14E+02,4.777021434,1.332175922,0.185153184,-1.824090872,1.94888787
mol1709,2.88E+02,3.317012739,0.869160695,0.729181552,-1.740502266,0.690385393
mol1710,3.08E+02,13.80284278,8.929836215,0.551226413,0.091983145,1.677718045
mol1711,3.11E+02,12.45634553,8.128536087,0.25192171,-0.225946456,1.203476102
mol1712,3.67E+02,13.6831831,6.314860869,0.259524421,0.25806954,2.968280928
mol1713,2.40E+02,4.329088738,1.025431591,0.176182589,-2.475370698,0.955675749
mol1714,2.93E+02,12.93012407,1.766872682,0.023406337,2.691882538,3.860655214
mol1715,1.04E+02,13.38332065,7.323639721,0.135841133,0.214922571,-0.001352403
mol1716,2.09E+02,10.6862693,7.036665851,0.919483026,1.228495258,-0.9507878
mol1717,4.42E+02,8.170570104,6.897103434,0.254340414,2.880883218,-0.339507557
mol1718,6.75E+02,4.176338746,6.411190176,0.021835164,2.205733535,3.98534019
mol1719,5.89E+02,3.097978293,8.68442059,0.453122152,-1.59664483,4.953280106
mol1720,3.47E+02,13.50397324,9.572181073,0.065219751,2.765760588,0.541786366
mol1721,2.72E+02,8.582894559,6.94019506,0.129451943,-0.174628346,2.802401412
mol1722,2.02E+02,13.2102617,8.656288057,0.261257173,-2.123410039,0.943688901
mol1723,4.12E+02,13.28072107,0.927755399,0.903467806,-1.252328611,0.021440097
mol1724,4.14E+02,1.858581746,9.605063179,0.12529405,-1.258221625,1.056055913
mol1725,2.88E+02,8.006397581,7.481582724,0.880820384,-2.858587413,-1.032736664
mol1726,2.46E+02,7.792920779,3.545031723,0.780712667,-3.123315885,-0.009062203
mol1727,2.69E+02,13.13876363,1.923687295,0.615314939,-0.853452965,0.99235187
mol1728,3.37E+02,13.14355635,0.201794958,0.083612062,2.675527781,5.261953717
mol1729,5.10E+02,8.632822271,0.242670426,0.340089432,-1.332338298,-1.909576867
mol1730,3.53E+02,13.43286269,7.388942671,0.356964188,-1.199221332,1.870040736
mol1731,4.31E+02,11.90581312,2.012929516,0.532275635,-0.851383169,-2.095631585
mol1732,5.64E+02,11.90832804,5.527524619,0.038899845,-1.122930532,2.939403637
mol1733,3.75E+02,8.641089908,1.015332458,0.367149607,-0.997957597,2.199960632
mol1734,5.87E+02,13.84067654,9.542799526,0.278284197,-0.597157448,4.335841892
mol1735,3.01E+02,12.96650744,9.296569339,0.504996292,-1.376380841,1.318850542
mol1736,4.40E+02,6.614108341,4.416352897,0.093507194,-1.009793807,-0.2851335
mol1737,3.17E+02,13.80073353,10.37465925,0.74260614,-2.111689902,4.44339457
mol1738,3.36E+02,13.81971165,0.961274946,0.114292648,2.4307226,4.616519148
mol1739,4.58E+02,2.348473021,0.774353539,0.070367549,-0.269663818,0.446147986
mol1740,4.89E+02,0.642786729,6.18077591,0.479442703,-2.070863897,-2.37893003
mol1741,5.15E+02,11.65044041,7.5961707,0.051019295,-1.24160942,4.688767101
mol1742,2.76E+02,0.308296156,0.247967505,0.945010928,-1.374715099,-2.288353205
mol1743,3.50E+02,13.90924003,8.252255327,0.08941462,-2.153409848,0.417668746
mol1744,3.49E+02,10.81440167,9.751817716,0.069526864,-0.534978587,2.519310693
mol1745,5.09E+02,5.839135987,0.563198083,0.10754415,-3.088279873,1.456119354
mol1746,7.30E+02,13.12030315,5.984847543,0.11951054,-1.893999872,2.290657362
mol1747,6.56E+02,12.12652654,6.410341346,0.897743097,2.78876378,2.837819354
mol1748,3.04E+02,13.19536257,8.960264789,0.919864527,-1.096281312,-0.547690603
mol1749,1.82E+02,2.235136447,0.535872424,0.931508883,-2.394647915,1.159837628
mol1750,3.99E+02,12.52230229,9.557940597,0.145295016,-1.328737997,0.030491883
mol1751,7.14E+02,12.02545297,3.246406771,0.027056868,-0.012858027,-0.613999706
mol1752,2.31E+02,7.671602034,0.95081083,0.018606212,-1.229137969,2.137161392
mol1753,2.44E+02,9.153406853,4.801570277,0.878830583,-1.917067697,-1.444136074
mol1754,3.51E+02,2.314036156,8.648466084,0.900430265,-1.687780992,-2.609519843
mol1755,1.31E+02,13.68029497,0.032532652,0.882735298,0.743998506,1.601344286
mol1756,3.75E+02,13.17454205,7.864502987,0.010362703,-2.87004319,3.937101331
mol1757,1.81E+02,6.427885002,7.732702463,0.915533383,-1.528142462,-2.415705098
mol1758,4.97E+02,6.674813707,6.488569549,0.223816337,-1.194803844,0.286482506
mol1759,3.80E+02,10.67504775,9.058010546,0.607297533,-2.604050268,-2.171327632
mol1760,3.83E+02,12.54736271,0.02211826,0.081098729,-1.676125062,2.485029846
mol1761,2.37E+02,3.682578403,5.852381368,0.036520661,-1.97778094,-0.119928428
mol1762,2.88E+02,12.3504356,8.979524565,0.631688724,-1.324176735,0.88220971
mol1763,2.78E+02,1.6153668,0.479616662,0.102792085,0.313589993,-0.186401838
mol1764,3.58E+02,9.352658349,8.302684506,0.098302838,-1.122449872,1.720266769
mol1765,9.46E+02,13.85547959,0.299031426,0.166186319,-2.173784425,0.835430879
mol1766,5.17E+02,12.87495602,9.323997206,0.424016915,-2.008879236,-1.490333914
mol1767,8.13E+02,13.64463025,6.303066582,0.215488906,-2.218700455,3.72637728
mol1768,3.04E+02,2.271315726,0.896468529,0.0307002,-1.259377069,0.810336768
mol1769,3.93E+02,12.91415722,7.912043923,0.006502317,-0.568344117,4.153109061
mol1770,3.34E+02,12.18929385,4.136309176,0.029194507,0.507796026,3.655292633
mol1771,8.90E+02,11.81090058,5.75245194,0.105726471,-2.429034992,2.301981756
mol1772,4.12E+02,8.417471615,11.52493167,0.234819271,-2.715455794,0.795590729
mol1773,5.08E+02,5.890309852,0.468150393,0.03022365,-3.015453528,1.140107709
mol1774,2.80E+02,9.364153628,7.981209691,0.995715967,-2.247317104,1.157443675
mol1775,3.09E+02,0.349832789,8.202377965,0.028131333,-1.620479122,-2.204563193
mol1776,4.33E+02,9.545060287,2.766242565,0.452647832,-1.95234466,1.089796846
mol1777,2.85E+02,3.636018231,1.317224255,0.404231206,2.881691949,-0.646493043
mol1778,2.69E+02,2.086314247,2.690229855,0.142335991,-0.334505683,0.988143145
mol1779,2.55E+02,12.3138828,11.11062251,0.977233933,-1.242027157,-2.508612403
mol1780,2.85E+02,4.742841411,7.475600173,0.064570594,2.916405943,-1.302403623
mol1781,4.17E+02,9.114744944,5.404455717,0.019698119,-1.791117497,0.919096353
mol1782,4.06E+02,9.794848204,0.750535423,0.113366315,-2.752224578,1.796922236
mol1783,3.10E+02,13.4694739,4.83230103,0.090398681,2.907928422,2.644300139
mol1784,1.31E+02,12.06382896,8.110996834,0.157857271,-0.987811023,-1.797364417
mol1785,3.64E+02,4.785060242,1.415944326,0.901734219,-3.315732849,-1.8492739
mol1786,3.97E+02,1.727797778,8.31513076,0.132390502,0.750630309,0.877661064
mol1787,4.04E+02,2.507239475,10.31710643,0.316680051,-0.14570796,-2.355624847
mol1788,3.20E+02,8.153883487,7.895571709,0.950223911,-0.890763306,1.322216446
mol1789,2.69E+02,2.249953822,5.308813682,0.214226793,-0.01946634,0.017724609
mol1790,4.76E+02,11.58751541,8.933031653,0.05364075,-0.709689984,4.035154538
mol1791,3.63E+02,13.46217507,10.13737096,0.895408818,-0.508384438,0.027647745
mol1792,5.55E+02,5.804688599,0.156909362,0.019920554,0.122712405,6.976631779
mol1793,1.75E+02,12.98677467,0.496777286,0.081191637,-2.674019037,0.336429675
mol1794,2.50E+02,0.546962676,2.501977202,0.482280473,1.489629357,0.235509803
mol1795,2.84E+02,2.83361288,6.50798842,0.095091305,-0.731952478,0.058923809
mol1796,4.10E+02,10.80239219,10.93387084,0.815776061,-1.263323917,0.597004225
mol1797,3.04E+02,1.615477204,5.826003667,0.023007227,-0.57571176,-0.762474614
mol1798,3.26E+02,13.74354977,3.783352025,0.107917719,-1.041700639,0.541063274
mol1799,6.36E+02,13.79688802,9.529444342,0.035274368,2.792645038,2.719951155
mol1800,2.18E+02,3.383893999,6.78001704,0.948673032,-2.789124129,-2.481036478
mol1801,2.73E+02,6.372901564,6.826449121,0.039946014,-0.854205672,-0.823380457
mol1802,3.90E+02,2.989348651,5.677868889,0.064304255,0.782551957,2.359521268
mol1803,5.69E+02,2.76533422,10.93751913,0.875956482,-1.89903659,-1.665880217
mol1804,1.79E+02,13.91527298,6.825385812,0.766728059,-2.179425905,-1.248753686
mol1805,2.77E+02,11.33876424,0.263793014,0.112407284,-1.75389526,2.610171554
mol1806,4.62E+02,11.67924305,0.607432888,0.061086641,0.55852967,3.130111299
mol1807,5.74E+02,10.61075393,8.853857256,0.081302744,2.80893004,1.569338532
mol1808,3.86E+02,11.75645043,2.646813207,0.437359814,-1.246071528,1.580925066
mol1809,3.68E+02,12.76127933,6.04876119,0.52863773,0.147160147,2.671794255
mol1810,4.57E+02,0.55041568,1.445564085,0.090085629,-2.67515701,-2.597926858
mol1811,4.74E+02,1.44035596,2.481984967,0.042092912,0.212943616,-0.644049821
mol1812,2.70E+02,1.991606999,9.264180136,0.037355257,-2.431930624,-1.272908334
mol1813,4.44E+02,12.17878631,11.62689326,0.72643102,-2.093090985,3.321320301
mol1814,2.76E+02,2.050908073,5.36815289,0.540307211,2.121963196,-0.127566063
mol1815,1.84E+03,11.5281753,2.602961693,0.207340097,-1.717027722,3.429868388
mol1816,1.08E+03,4.478651549,5.452158928,0.016217295,-0.959502916,0.512225872
mol1817,2.15E+02,13.49635987,10.79273917,0.891953956,2.971355056,-1.854153393
mol1818,1.63E+02,11.61301314,5.797033604,0.769039523,-0.02716119,0.917359933
mol1819,3.16E+02,13.55449545,9.998406347,0.994447678,-2.451915464,1.572935221
mol1820,4.11E+02,13.47986134,9.283793885,0.12154023,-2.307594257,3.141330894
mol1821,2.93E+02,6.68500238,10.12900603,0.183678607,-0.547025506,0.15215822
mol1822,5.33E+02,11.33945808,8.672833019,0.048646417,2.773836446,5.844435903
mol1823,5.09E+02,13.84178919,8.606467631,0.115589362,-1.659911763,3.422255199
mol1824,2.43E+02,7.318364169,4.62870374,0.068624755,-2.307454226,0.473827181
mol1825,3.31E+02,13.00290484,7.546996644,0.404388095,-1.257398083,0.611233054
mol1826,2.61E+02,2.981476365,0.7715573,0.799673898,-1.403409411,3.438449831
mol1827,3.07E+02,13.91290545,10.63221188,0.45319502,-1.620843672,2.149768872
mol1828,3.41E+02,8.687254011,0.939965312,0.008374014,0.366575038,2.496392845
mol1829,2.77E+02,11.13619615,3.316561192,0.238751879,-0.389660255,3.902332039
mol1830,3.86E+02,1.739562888,2.460426621,0.077175005,-3.32466722,-1.677786399
mol1831,3.38E+02,4.830322124,2.82842856,0.092137148,-1.636844613,-0.552768945
mol1832,1.13E+02,10.89890746,4.972883312,0.112245474,-0.190170181,-1.261596757
mol1833,4.42E+02,8.289801703,9.746429571,0.162354527,-1.67775772,0.01881633
mol1834,4.72E+02,4.689897336,0.313322801,0.017209306,-2.007720929,-0.914341247
mol1835,3.41E+02,13.21633781,6.948338047,0.38319433,-2.226904561,1.010853256
mol1836,3.95E+02,12.88630023,0.159271227,0.014427203,0.087180093,5.061810616
mol1837,3.07E+02,13.09560693,9.07602498,0.085029621,0.422709393,5.254570895
mol1838,3.38E+02,13.20679603,8.081877028,0.951408299,-0.752586385,0.696704935
mol1839,2.81E+02,9.847350856,9.027018812,0.468067461,-0.812341228,-1.008294553
mol1840,2.04E+02,12.48468096,8.676346795,0.078343924,-0.978049484,-0.286179868
mol1841,3.30E+02,2.180192863,1.082558246,0.050406063,2.473542596,0.235720149
mol1842,3.32E+02,4.157767214,2.34067831,0.611192646,-1.935706102,0.675513859
mol1843,1.26E+03,3.971480563,9.036788292,0.800268337,-1.237870779,-0.685524918
mol1844,4.16E+02,10.66280743,8.817213702,0.210446057,-1.188453557,0.545132051
mol1845,1.69E+02,10.43781348,7.099357934,0.804843661,-1.584036923,-0.59416078
mol1846,4.63E+02,12.28041961,7.954845705,0.702082848,-1.906963024,-1.401971714
mol1847,2.25E+02,13.18740659,9.530135412,0.744623294,-2.491202017,-0.330713575
mol1848,5.18E+02,5.420503359,1.65584265,0.009778916,-0.631470925,0.887901144
mol1849,1.48E+02,6.325341749,0.650768709,0.986940684,-1.174543917,-2.331821848
mol1850,2.05E+02,1.778571397,0.965304996,0.525551635,-1.640874242,-1.099874101
mol1851,2.12E+02,12.39384469,8.21406961,0.762695766,-1.723424187,2.473374257
mol1852,4.30E+02,12.68353759,8.229211823,0.111731894,1.16373776,3.427829481
mol1853,2.73E+02,0.978352512,5.728434334,0.976119185,-1.343770637,-2.410202074
mol1854,2.63E+02,12.23662435,7.111932529,0.123266668,2.957248148,2.710551663
mol1855,3.45E+02,11.46908182,10.86829637,0.010879096,2.82733816,2.151973638
mol1856,2.08E+02,13.75762885,5.341110513,0.446249573,-1.800439294,1.928571184
mol1857,6.22E+02,12.54985515,12.80728985,0.066411616,0.08304512,2.790824514
mol1858,4.13E+02,7.599079705,6.12889361,0.779870921,-1.02407227,-2.326548081
mol1859,5.66E+02,8.851981373,2.376327469,0.24172161,-0.323088723,1.089720273
mol1860,2.72E+02,11.44675116,10.13813358,0.530556991,-2.147654035,0.025427926
mol1861,1.01E+02,10.46848912,7.861495709,0.92643651,-1.63195026,-2.056340136
mol1862,2.13E+02,9.677291207,4.313124487,0.647040526,-1.135455617,1.82986684
mol1863,1.54E+02,11.19070364,1.620800687,0.705866569,-1.604117794,-2.240614975
mol1864,3.64E+02,13.531135,1.136079567,0.826885151,-0.74139065,3.23111759
mol1865,4.53E+02,13.40652888,2.852997909,0.211196101,-1.711489579,1.604526598
mol1866,3.64E+02,12.67396635,7.212681033,0.074649946,-0.693839425,2.113955382
mol1867,3.57E+02,10.09382421,0.416231493,0.964373788,-2.123477188,-0.277791275
mol1868,1.56E+02,13.27592054,4.606569059,0.259427753,-0.176006207,5.470655558
mol1869,5.75E+02,11.09166464,9.32730331,0.173180357,-0.856282998,-0.464382616
mol1870,3.09E+02,7.951267268,1.972696156,0.876929247,-1.825910789,1.643939546
mol1871,5.10E+02,3.409873696,6.061803585,0.07695048,-2.054085971,-2.183112348
mol1872,1.86E+03,11.20179864,8.877394978,0.05219386,-3.038742802,1.117473384
mol1873,2.52E+02,11.44340701,6.523345654,0.623843148,-2.544947277,-1.632493762
mol1874,5.46E+02,1.454424506,0.247107754,0.087398488,-0.838901864,1.090082857
mol1875,2.28E+02,9.114563742,10.73402014,0.603040369,-1.885314985,-2.329361166
mol1876,1.99E+02,2.986665695,5.17160949,0.040861679,0.374586133,0.638693525
mol1877,6.32E+02,6.895808344,11.7340012,0.247886666,-1.772359963,0.724224983
mol1878,2.66E+02,12.12648236,9.452315518,0.090815321,-0.538601858,-0.199223858
mol1879,4.83E+02,10.81936255,2.270680432,0.05871201,0.398680004,3.157853248
mol1880,5.47E+02,8.940722241,10.13415037,0.005662319,-0.41492213,2.029646914
mol1881,1.30E+02,8.766981332,2.194783287,0.991552982,-0.559780163,-2.71250442
mol1882,2.68E+02,9.351306681,3.270166261,0.781731595,-1.939890278,-0.131397335
mol1883,4.15E+02,13.83615774,6.759862596,0.361615323,-1.258117796,1.559909186
mol1884,6.86E+02,12.28551015,10.8986559,0.149579804,2.646755126,1.502204506
mol1885,3.77E+02,2.246276052,1.781509123,0.861445388,-1.445589947,-2.081060589
mol1886,1.33E+02,8.458281737,5.307568624,0.299097194,0.16706088,-1.478456276
mol1887,4.58E+02,3.038942212,3.977502317,0.060931524,-1.756411368,-0.760808872
mol1888,2.87E+02,11.89156005,2.504019326,0.051218896,-0.708627326,0.569461702
mol1889,3.75E+02,12.64750861,9.287507447,0.99986117,-2.492875271,0.141640385
mol1890,6.66E+02,4.298136188,6.581606202,0.009552368,-2.578044794,-2.07496974
mol1891,3.26E+02,2.396346779,10.03356193,0.095581186,-0.326338985,1.082409284
mol1892,6.51E+02,13.40612692,8.636995816,0.385771812,-1.237356574,4.848184184
mol1893,3.00E+02,11.86984659,10.38841167,0.025264801,1.628463809,2.668149623
mol1894,3.06E+02,2.252110607,0.706700065,0.030949439,-0.470849173,2.629995512
mol1895,2.66E+02,9.560387794,0.180833542,0.663089539,-2.403886053,3.048809841
mol1896,2.24E+02,10.1970509,8.751994802,0.753434128,-2.417783691,-0.581162115
mol1897,3.58E+02,4.076825631,3.878786349,0.678301161,-2.52909862,1.922106059
mol1898,2.77E+02,13.47223918,3.812431884,0.998389468,-2.161144921,0.801807269
mol1899,2.88E+02,12.70747661,2.887798463,0.16489053,-1.417712535,0.43807961
mol1900,3.61E+02,12.48821751,5.326577513,0.880547181,-2.741390688,-0.790607418
mol1901,3.88E+02,10.4235162,8.676102806,0.201059091,-1.294264074,0.34798104
mol1902,4.84E+02,4.476645341,2.547999187,0.192600187,-2.641914816,-0.944332813
mol1903,3.75E+02,10.16718976,0.236479129,0.248341322,-0.817059058,1.084203491
mol1904,2.77E+02,1.493333991,9.670963472,0.862235343,-2.200637773,-2.632396399
mol1905,2.72E+02,11.67124056,9.972611904,0.029346253,-0.072213015,0.208639798
mol1906,7.35E+02,12.10147159,2.286500257,0.132934711,-1.832343668,0.307013715
mol1907,5.35E+02,10.20970882,0.633224795,0.254040643,-3.625042872,1.289287242
mol1908,4.04E+02,2.556266179,0.769217285,0.001969008,0.920419133,1.879190055
mol1909,4.18E+02,7.707425261,6.376902251,0.806424665,-0.872165122,-1.158512673
mol1910,5.40E+02,10.74033405,6.026865985,0.114114698,-1.316377371,1.855296179
mol1911,3.54E+02,13.32994282,10.22092608,0.949099529,-2.686859196,-2.202571534
mol1912,5.24E+02,4.028308067,3.559948335,0.023283538,-2.533299552,1.123742849
mol1913,2.90E+02,10.59570264,0.602459177,0.727484795,-2.176012082,-0.902860623
mol1914,1.68E+02,13.73610717,5.127454825,0.560374085,-1.665018751,0.788637252
mol1915,4.65E+02,13.85794221,7.261899083,0.133497328,-1.479686628,6.888972463
mol1916,5.07E+02,13.11700435,8.879520705,0.049686941,2.712911722,-1.797917408
mol1917,3.44E+02,13.92080369,7.316611218,0.013376786,-2.096614142,2.391518248
mol1918,4.09E+02,13.66256484,6.785240661,0.160008817,0.713319351,5.39058932
mol1919,2.15E+02,12.88169237,8.577683237,0.094807563,-1.929936345,-0.495896086
mol1920,2.18E+02,3.497569463,2.726568224,0.700047053,-2.812187508,-0.809227789
mol1921,3.65E+02,13.17958155,0.851380806,0.060514362,0.351057666,3.739583395
mol1922,1.71E+02,3.52272691,0.088456917,0.985656539,-2.336794706,-0.48410594
mol1923,5.08E+02,5.858329963,8.856470276,0.504012158,-1.855607604,1.677875041
mol1924,1.32E+03,11.97719262,1.917202665,0.05613999,-2.323453664,4.730263559
mol1925,2.85E+02,13.82954138,1.376915993,0.868562194,-2.148161953,4.29270631
mol1926,2.16E+02,7.194843278,3.48796383,0.827893549,-0.401977859,0.104055935
mol1927,3.40E+02,13.18713177,11.84038035,0.079626419,-1.540832694,1.705685677
mol1928,2.28E+02,12.18348715,1.316097317,0.635429506,-1.011464751,0.746501997
mol1929,2.91E+02,12.11812827,6.764498735,0.03118337,2.937326318,3.295414075
mol1930,3.71E+02,12.38878514,10.48504747,0.212872688,-0.482877378,2.803804118
mol1931,2.40E+02,13.2045112,4.315212695,0.164001364,0.614642643,1.25062702
mol1932,3.61E+02,13.3687818,10.150903,0.204782771,0.483189937,1.891178212
mol1933,2.81E+02,2.346390385,0.051395809,0.598427886,-1.451972996,-2.047169644
mol1934,3.05E+02,12.88159733,1.295446461,0.712827921,-0.941655726,3.146490516
mol1935,4.97E+02,5.206183895,0.255320425,0.247585514,-0.655099426,2.961988449
mol1936,2.32E+02,6.621236485,10.74197981,0.263183595,1.338111974,-0.268431385
mol1937,3.56E+02,11.73389358,0.74270687,0.312182637,-1.278695522,0.408927007
mol1938,3.80E+02,8.607794848,5.318910004,0.195744071,0.429353438,4.640352603
mol1939,4.70E+02,4.505557065,5.997050911,0.047525,-2.407972358,-0.69370475
mol1940,2.93E+02,11.80758226,7.627002544,0.145610754,-1.748209766,2.0294082
mol1941,3.96E+02,12.99266619,8.741542066,0.106619887,0.613933264,1.873847526
mol1942,2.39E+02,13.36217058,10.98240148,0.258152603,-0.475380146,1.53705239
mol1943,2.92E+02,3.932547416,0.611684433,0.811621705,-1.616336582,0.063291205
mol1944,4.21E+02,6.038645691,5.005064256,0.981330886,-1.963079735,0.235528203
mol1945,3.16E+02,5.691029891,8.706885681,0.671620134,-1.332587481,0.729897648
mol1946,2.44E+02,13.67702216,7.681182046,0.062965832,2.397989578,4.549673006
mol1947,3.23E+02,12.43098688,4.171791524,0.36624178,-1.438414812,3.187628854
mol1948,6.79E+02,6.792766368,7.789522638,0.239653557,-2.62288741,3.523399926
mol1949,3.38E+02,7.65112014,2.00428913,0.102981498,-0.363107226,-2.11344046
mol1950,6.55E+02,3.630276652,0.401993533,0.055689466,-1.431938498,1.631184108
mol1951,4.34E+02,13.0470512,7.399237752,0.046254427,-1.22929982,2.240152812
mol1952,1.97E+02,13.94213275,8.959970259,0.054472884,0.662538051,2.911540633
mol1953,1.45E+02,5.39144114,4.058367554,0.993581,-2.39048465,0.685086425
mol1954,3.01E+02,11.84560879,8.242122547,0.070477754,-1.226854789,0.561665292
mol1955,2.84E+02,13.98841235,9.454358443,0.114476142,2.838987028,5.470225646
mol1956,6.19E+02,0.836910795,0.282154341,0.551541585,-0.311418551,1.849096673
mol1957,2.22E+02,12.84888127,9.923692055,0.107430771,1.100629716,1.960594928
mol1958,2.64E+02,11.46040012,8.948116196,0.965175715,-0.197162484,0.830341068
mol1959,5.11E+02,13.89201681,8.789355983,0.086402569,1.488465743,1.326893147
mol1960,4.12E+02,13.56412148,9.411503434,0.004181036,1.554057439,2.294349548
mol1961,1.76E+03,12.15516025,8.929884563,0.061449537,0.961311541,1.478145072
mol1962,81.36498775,0.887644914,8.53811422,0.86699074,0.583626817,-2.135836422
mol1963,2.42E+02,3.381593346,8.608684851,0.960334594,-2.167523985,-2.175632272
mol1964,4.72E+02,13.34084323,8.440457692,0.951124157,-1.536145225,2.098745486
mol1965,6.51E+02,11.44738429,8.69402003,0.458460827,-3.02751462,3.081667571
mol1966,2.00E+02,3.277007682,3.986116652,0.955494053,-2.698814535,-0.696693368
mol1967,1.62E+02,3.877617459,1.048948387,0.05005508,-0.115781098,0.093083003
mol1968,2.65E+02,12.56416412,9.010121915,0.780640975,-2.7034084,-0.808555723
mol1969,3.29E+02,11.48098557,4.290568887,0.112946831,-2.475633286,1.62659057
mol1970,4.66E+02,13.25377084,5.696097045,0.017209769,-0.050795211,8.906258577
mol1971,3.71E+02,3.925660248,0.563939113,0.843056284,0.799637968,-0.450074726
mol1972,4.42E+02,12.51260747,8.564493206,0.702742133,-2.299346611,-1.875037413
mol1973,3.64E+02,6.405613535,0.984238727,0.822096629,-2.124659903,-0.642404151
mol1974,5.18E+02,11.26566062,9.132117244,0.132298802,-1.319988772,2.210541831
mol1975,2.79E+02,12.66141796,5.875295215,0.82893062,-1.65691351,0.857543273
mol1976,2.36E+02,2.996319909,4.274040119,0.201557523,-1.625968841,-1.48672296
mol1977,4.81E+02,13.12253686,0.385974948,0.494128759,-1.527435954,0.85692874
mol1978,4.60E+02,11.28022989,9.187989231,0.131020387,0.607242486,-0.35330867
mol1979,2.98E+02,12.81963089,3.246050694,0.686901342,-3.007445599,-0.145986719
mol1980,2.98E+02,10.49892808,0.595336351,0.127081403,-2.978386044,-0.9257029
mol1981,3.71E+02,13.65526674,7.089190541,0.294269083,1.463045243,-0.293895035
mol1982,4.11E+02,9.92703544,7.742318789,0.161065257,0.467128307,-0.301313105
mol1983,4.97E+02,5.934626494,1.274129444,0.059483107,-1.982415319,1.389608134
mol1984,4.56E+02,12.87097845,1.198846202,0.510054286,-2.282411141,4.767019719
mol1985,1.75E+03,1.220240527,1.663936128,0.114304227,-1.783470568,-0.79748516
mol1986,3.57E+02,1.664888592,1.073359415,0.105288478,-2.162611803,0.568073371
mol1987,4.82E+02,1.629756591,2.886334394,0.809275003,-2.768381088,-0.222072105
mol1988,3.00E+02,11.42743028,0.155648929,0.064239588,-2.558728582,0.488975255
mol1989,84.03152741,4.269513043,3.368861748,0.188028274,0.511279219,-1.059012059
mol1990,4.49E+02,1.463476455,0.311567717,0.252046528,-0.258339175,2.303555646
mol1991,3.55E+02,5.140721025,7.231246575,0.143882013,-2.303705125,1.597282783
mol1992,2.43E+02,8.189993946,0.154356837,0.336987735,-1.036003964,0.447638929
